,Puesto,Colegio,Calendario,Evaluados,Promedio_Total,Matematica,DE_Matematica,Quimica,DE_Quimica,Fisica,DE_Fisica,Biologia,DE_Biologia,Filosofia,DE_Filosofia,Ingles,DE_Ingles,Lenguaje,DE_Lenguaje,Sociales,DE_Sociales,Municipio,Departamento,Jornada,Oficial
11315,11316,INST. ED. EL PITAL,F(2),30,39.5,39.7,7.5,41.5,3.5,39.3,8.4,40.4,6.0,36.7,7.3,37.4,6.1,42.2,7.1,38.7,6.1,PEREIRA,RISARALDA,SABATINA - DOMINICAL,SI
11316,11317,INST. SAN FERNANDO FERRINI,F(1),14,39.5,38.1,8.6,42.4,3.7,39.6,8.1,41.4,7.0,30.8,9.7,37.0,4.3,45.8,8.6,40.8,4.6,LA DORADA,CALDAS,MAÑANA,NO
11317,11318,AGRICOLA LA AURORA,A,8,39.5,34.9,9.2,41.6,2.9,36.4,9.4,42.9,3.0,35.6,6.4,39.9,1.4,43.6,5.5,40.9,11.2,SANTANDER DE QUILICHAO,CAUCA,MAÑANA,SI
11318,11319,INST. ED. SANTA HELENA,A,8,39.5,39.9,8.1,41.4,5.7,42.4,4.2,39.0,5.9,34.1,13.5,39.1,6.8,40.3,5.2,39.6,6.3,FLORIAN,SANTANDER,COMPLETA U ORDINARIA,SI
11319,11320,INST. ED. SAN JUAN BAUTISTA DE LA SALLE,A,8,39.5,36.8,13.1,41.6,4.8,40.4,5.5,40.0,7.3,35.3,7.3,38.1,4.9,44.5,3.6,39.1,6.0,SINCE,SUCRE,NOCHE,SI
11320,11321,INST. ED. CHAPINERO,F(1),21,39.5,37.9,9.3,41.9,5.5,37.7,8.8,40.8,6.2,35.1,7.2,36.9,5.7,45.1,6.5,40.6,4.8,NEIVA,HUILA,SABATINA - DOMINICAL,SI
11321,11322,INST. ED. ETNOEDUCATIVA,A,30,39.5,39.6,9.6,41.2,5.4,38.8,6.1,39.0,5.9,37.5,6.9,37.9,6.2,43.0,5.5,38.7,6.0,BARRANCAS,LA GUAJIRA,MAÑANA,SI
11322,11323,INSTITUTO CORFERRINI,A,4,39.5,43.3,6.0,41.8,1.3,38.5,5.5,44.3,8.1,30.3,9.0,42.8,3.2,36.3,2.4,38.8,4.0,RIONEGRO,ANTIOQUIA,SABATINA - DOMINICAL,NO
11323,11324,DEPARTAMENTAL DE BACHILLERATO CRISTOBAL COLON,A,39,39.5,40.5,7.7,43.0,4.2,39.2,8.4,37.7,6.9,39.4,6.0,36.3,5.9,40.9,4.9,38.7,8.1,MORROA,SUCRE,TARDE,SI
11324,11325,INST. ED. SANTA LUCIA,A,79,39.5,38.9,9.2,42.1,4.9,40.4,7.5,39.3,6.8,35.8,8.3,38.6,4.7,41.8,5.2,38.7,6.4,SANTA LUCIA,ATLANTICO,MAÑANA,SI
11325,11326,INST. INTEGRADO CARRASQUILLA INDUSTRIAL,F(2),45,39.5,38.3,8.8,41.4,3.6,41.7,6.1,41.0,5.7,36.9,8.0,37.0,6.3,41.8,5.1,37.6,7.1,QUIBDO,CHOCO,NOCHE,SI
11326,11327,INST. ED. MANUEL AGUSTIN SANTACOLOMA VILLA,A,26,39.5,42.4,9.3,43.0,3.2,41.7,6.2,39.7,6.2,34.1,8.1,38.1,5.8,39.0,10.0,37.6,10.8,QUIBDO,CHOCO,TARDE,SI
11327,11328,INST. DE EDUCACION RURAL SANTA MARIA DEL CAMINO,A,22,39.5,38.6,10.8,41.1,5.0,42.6,6.9,41.4,8.5,33.4,8.8,38.7,8.2,41.9,5.7,38.0,8.7,EL PEÑON,SANTANDER,COMPLETA U ORDINARIA,NO
11328,11329,INST. ED. LA PRESENTACION,A,23,39.5,41.1,5.4,41.2,4.5,42.3,6.8,34.9,7.3,38.5,9.1,38.4,4.7,42.0,6.1,37.3,5.0,RIOSUCIO,CHOCO,COMPLETA U ORDINARIA,SI
11329,11330,INST. ED. EL SABANAL,F(1),22,39.5,43.3,8.2,42.8,4.3,38.0,9.9,40.2,7.3,35.6,6.0,34.3,7.4,42.0,5.8,39.6,7.0,MONTERIA,CORDOBA,SABATINA - DOMINICAL,SI
11330,11331,DE DESARROLLO RURAL DE TURBO,A,26,39.5,40.3,8.9,42.8,4.0,39.9,6.7,39.7,6.1,35.2,6.5,36.4,5.5,43.2,5.4,38.3,6.9,TURBO,ANTIOQUIA,MAÑANA,SI
11331,11332,INST. NOCTURNO JUVENTUD UNIDA,A,91,39.5,40.6,9.6,41.0,4.8,41.7,5.6,40.1,6.6,35.2,8.9,36.4,6.6,41.5,4.9,39.2,5.7,CUCUTA,NORTE SANTANDER,COMPLETA U ORDINARIA,NO
11332,11333,"INST. ED. ""CARLOS HOLGUIN LLOREDA""",F(2),21,39.5,37.6,13.3,42.1,4.1,42.2,6.8,41.6,8.9,36.1,12.6,37.1,7.3,41.4,6.6,37.5,7.7,CALI,VALLE,NOCHE,SI
11333,11334,INST. ED. EL NIQUIA DARIO LONDOÑO CARDONA,F(2),74,39.5,40.6,9.9,41.0,4.7,39.6,7.1,39.7,5.9,33.9,9.0,37.8,6.1,43.2,5.4,39.9,6.6,BELLO,ANTIOQUIA,SABATINA - DOMINICAL,NO
11334,11335,INSTITUTO REGIONAL COREDI,F(1),30,39.5,40.2,9.3,41.7,5.2,38.2,7.2,41.6,5.2,34.2,6.4,35.8,5.6,43.0,9.6,40.9,10.1,NARIÑO,ANTIOQUIA,COMPLETA U ORDINARIA,NO
11335,11336,INST. ED. RURAL SAN JOSE DEL NUS,F(2),17,39.5,44.7,7.4,39.5,5.1,41.5,7.2,40.5,6.6,35.6,7.7,37.2,6.4,38.2,7.6,38.3,8.3,SAN ROQUE,ANTIOQUIA,SABATINA - DOMINICAL,SI
11336,11337,ANGEL MILAN PEREA,A,55,39.4,39.7,9.1,41.6,3.9,39.7,6.5,38.6,5.7,37.4,7.4,38.2,4.9,41.6,4.6,38.7,8.1,TURBO,ANTIOQUIA,COMPLETA U ORDINARIA,SI
11337,11338,INST. TECNICO NACIONAL MANUEL MURILLO TORO,A,52,39.4,39.6,9.5,41.8,4.5,41.0,6.7,41.8,6.9,33.6,10.4,37.2,6.7,41.6,5.7,39.0,7.2,CHAPARRAL,TOLIMA,TARDE,SI
11338,11339,INST. ED.  LA DESPENSA,F(2),77,39.4,38.4,9.5,40.6,6.7,42.0,7.6,40.1,8.6,35.2,9.1,37.2,7.5,42.2,6.9,39.9,8.1,SOACHA,CUNDINAMARCA,SABATINA - DOMINICAL,SI
11339,11340,INST. CONTINENTAL DEL CARIBE,F(2),43,39.4,41.0,8.7,40.6,3.8,43.5,5.8,39.8,6.0,34.0,9.0,37.1,7.7,40.7,5.7,38.9,6.4,BARRANQUILLA,ATLANTICO,NOCHE,NO
11340,11341,ENTERPRISE,F(2),29,39.4,39.2,8.7,41.4,5.7,40.2,7.1,41.1,7.5,34.7,7.1,37.0,6.4,42.5,5.7,39.6,8.2,VILLAVICENCIO,META,SABATINA - DOMINICAL,NO
11341,11342,EMPRESARIAL,F(2),33,39.4,41.5,8.1,40.2,3.5,42.6,5.3,38.1,6.6,33.9,9.2,38.2,6.4,41.0,7.5,40.0,8.0,MEDELLIN,ANTIOQUIA,NOCHE,NO
11342,11343,INST. ED. JESUS LEON GUERRERO,A,8,39.4,36.8,11.5,43.8,5.7,42.4,4.2,41.5,6.2,40.5,8.0,37.0,4.8,36.5,8.9,37.1,4.7,COROMORO,SANTANDER,MAÑANA,SI
11343,11344,SURORIENTAL DE PEREIRA,F(2),19,39.4,40.4,7.5,41.2,4.2,40.6,4.7,40.5,5.4,35.2,7.5,37.5,4.6,42.0,6.0,38.1,7.6,PEREIRA,RISARALDA,NOCHE,SI
11344,11345,INST. ED. CLEMENTE MANUEL ZABALA,A,78,39.4,40.9,7.9,41.8,4.1,41.8,6.0,39.8,6.9,35.2,8.2,37.5,5.3,41.1,5.6,37.5,8.7,CARTAGENA,BOLIVAR,COMPLETA U ORDINARIA,SI
11345,11346,INST. TECNICO DE BARRANQUILLA AOTEC,F(2),56,39.4,39.7,9.5,41.2,4.7,40.0,7.5,39.6,7.2,36.0,7.9,38.3,7.3,41.6,6.8,39.1,6.5,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,NO
11346,11347,HOMBRES DEL FUTURO,F(2),46,39.4,38.6,10.3,41.3,4.7,41.5,6.9,39.7,6.7,34.6,8.2,38.2,5.9,42.5,5.6,39.1,7.6,CUCUTA,NORTE SANTANDER,NOCHE,NO
11347,11348,MUNICIPAL DE BACHILLERATO NOCTURNO MIGUEL ANGEL RICAUTE MATTOS,A,24,39.4,38.1,8.1,42.4,3.3,41.2,7.2,40.0,8.9,36.6,8.9,36.6,10.4,40.9,6.6,39.8,7.9,BARRANCO DE LOBA,BOLIVAR,NOCHE,SI
11348,11349,CENTRO EDUCATIVO LA MATA,A,9,39.4,42.4,8.2,40.7,3.5,41.7,3.7,39.9,4.8,34.9,7.8,37.9,4.9,41.6,4.3,36.4,6.2,CHIMICHAGUA,CESAR,TARDE,SI
11349,11350,INST. ED. GUILLERMO LEON VALENCIA,A,18,39.4,39.2,8.8,41.5,4.0,43.5,4.6,38.1,7.5,34.6,5.4,37.2,5.2,42.3,7.0,39.0,6.7,AGUACHICA,CESAR,MAÑANA,SI
11350,11351,INSTITUTO EL PARAISO,F(2),43,39.4,39.1,6.7,40.5,4.7,42.4,7.6,41.9,6.5,33.5,9.0,38.1,4.7,42.3,5.0,37.6,6.8,PLANETA RICA,CORDOBA,SABATINA - DOMINICAL,NO
11351,11352,INST. ED. RURAL DEL TOTUMO,A,14,39.4,38.1,8.3,42.4,3.0,41.1,5.8,39.4,6.2,34.7,6.5,36.9,7.5,42.3,3.3,40.6,6.7,SAN JUAN DEL CESAR,LA GUAJIRA,MAÑANA,SI
11352,11353,INST. ED. BOSQUES DEL NORTE,A,62,39.4,38.3,8.2,41.5,4.5,39.6,7.4,39.9,5.3,36.6,7.5,38.0,6.4,41.6,5.9,39.9,6.5,MANIZALES,CALDAS,NOCHE,SI
11353,11354,INST. ED. TECNICO AGROPECUARIO LAS PIEDRAS,A,21,39.4,36.4,9.0,42.2,5.0,42.2,4.8,42.2,6.8,35.4,11.7,35.9,5.4,40.7,4.8,40.4,6.1,TOLUVIEJO,SUCRE,MAÑANA,SI
11354,11355,INST. ED. LICEO VICENTE CAVIEDES,A,41,39.4,40.4,7.4,41.2,4.5,42.7,5.9,40.5,5.9,36.6,8.3,36.7,8.1,41.8,6.7,35.5,11.2,TOLU,SUCRE,SABATINA - DOMINICAL,NO
11355,11356,INSTITUTO REGIONAL COREDI,F(2),19,39.4,41.5,7.1,41.8,4.9,42.0,8.8,40.3,6.0,36.8,8.9,36.3,3.7,39.9,6.3,36.8,6.0,SAN ANDRES,ANTIOQUIA,COMPLETA U ORDINARIA,NO
11356,11357,LICEO DE EDUCACION BASICA Y MEDIA DE ADULTOS SIGLO XXI,F(1),11,39.4,43.6,4.6,41.8,6.5,38.5,7.1,39.6,9.5,37.5,8.7,36.2,9.1,41.4,15.0,36.8,14.2,PURIFICACION,TOLIMA,SABATINA - DOMINICAL,SI
11357,11358,INSTITUTO TECNICO COMUNERO,F(2),22,39.4,40.5,8.8,40.9,4.3,40.3,7.7,40.6,6.1,36.4,7.1,36.8,4.8,43.0,5.0,37.0,6.7,SOCORRO,SANTANDER,SABATINA - DOMINICAL,NO
11358,11359,INST. ED. SABAS BELTRAN,A,12,39.4,40.9,4.3,42.1,5.3,42.1,6.4,37.5,7.7,36.4,7.7,38.9,3.9,39.8,3.6,37.7,6.5,PAEZ (BELALCAZAR),CAUCA,MAÑANA,SI
11359,11360,NACIONAL SAN ISIDORO,A,39,39.4,40.1,7.0,42.2,4.7,40.5,7.0,40.6,5.7,35.3,9.5,36.8,7.0,41.6,8.4,38.3,9.8,ESPINAL,TOLIMA,NOCHE,SI
11360,11361,GIMNASIO DE LA COSTA,A,19,39.4,37.3,8.2,40.3,5.7,43.4,5.4,42.4,7.9,35.5,8.9,36.9,9.5,40.4,4.5,39.1,11.8,BARRANQUILLA,ATLANTICO,MAÑANA,NO
11361,11362,INST. ED. SAN JOSE DE CAUNAPI,A,25,39.4,38.8,8.5,42.2,5.0,44.3,6.9,40.6,6.7,32.4,7.0,37.6,7.4,40.5,5.4,38.9,7.1,TUMACO,NARIÑO,MAÑANA,SI
11362,11363,INST. ED. PAULO VI,A,29,39.4,39.2,8.2,41.9,3.8,40.5,7.4,41.0,6.2,33.8,9.4,37.4,5.2,41.8,4.8,39.8,7.3,COLOMBIA,HUILA,SABATINA - DOMINICAL,SI
11363,11364,INST. ED. RURAL EL PENCAL,A,7,39.4,35.9,7.5,41.1,3.9,45.9,6.4,39.7,7.0,33.3,5.4,38.0,3.4,42.9,1.6,38.6,6.2,OLAYA,ANTIOQUIA,COMPLETA U ORDINARIA,SI
11364,11365,TECNICO COMERCIAL NOCTURNO DE MITU,A,54,39.4,39.8,8.7,40.5,4.5,41.9,6.5,40.9,5.9,34.9,8.3,36.8,7.0,41.3,5.3,39.2,6.4,MITU,VAUPES,NOCHE,SI
11365,11366,INST. ED. DE PROMOCION VOCACIONAL DE ALTAMIRA,A,11,39.4,42.3,7.4,40.9,6.0,39.0,5.7,42.4,9.0,37.7,8.4,36.1,6.2,40.4,5.4,36.6,8.0,SUAREZ,CAUCA,COMPLETA U ORDINARIA,SI
11366,11367,CENTRO EDUCATIVO SAN JUAN BOSCO DE SOLEDAD,A,23,39.4,38.7,7.5,42.6,3.8,41.2,6.0,39.0,6.9,36.6,8.8,39.5,3.9,41.4,5.5,36.3,6.8,SOLEDAD,ATLANTICO,TARDE,NO
11367,11368,INST. ED. DEPARTAMENTAL MARIA ALFARO DE OSPINO,A,53,39.4,42.1,8.4,41.0,4.0,39.9,6.4,39.6,7.1,35.8,7.8,36.4,4.6,42.5,6.0,38.0,8.6,PLATO,MAGDALENA,MAÑANA,SI
11368,11369,INST. ED. DE ENSEÑANZA MEDIA DE CALAMAR,A,64,39.4,39.6,8.1,43.1,4.9,40.6,7.3,40.6,6.3,33.5,10.0,38.2,5.2,42.6,5.8,37.0,9.4,CALAMAR,BOLIVAR,MAÑANA,SI
11369,11370,INST. ED. DISTRITAL EL VALLE,A,20,39.4,42.6,9.3,41.1,4.8,42.0,6.7,39.2,9.1,33.5,8.2,38.7,4.3,42.0,6.6,36.3,7.2,BARRANQUILLA,ATLANTICO,COMPLETA U ORDINARIA,SI
11370,11371,INST. ED. DEPARTAMENTAL DAGOBERTO OROZCO BORJA,A,28,39.4,40.2,8.0,41.7,3.8,42.2,5.7,38.0,7.0,37.4,10.3,37.0,3.8,40.8,4.5,38.0,6.2,ZAPAYAN,MAGDALENA,MAÑANA,SI
11371,11372,INSTITUTO REGIONAL COREDI,F(1),23,39.4,40.0,9.2,42.0,5.0,36.9,6.7,42.1,6.4,34.2,6.0,34.8,6.4,45.4,5.7,39.7,6.5,SAN LUIS,ANTIOQUIA,COMPLETA U ORDINARIA,NO
11372,11373,CERVANTES,F(2),29,39.4,41.0,7.6,42.3,4.8,40.8,9.1,41.5,6.7,35.3,7.7,37.5,5.6,38.8,5.4,38.0,8.3,MORELIA,CAQUETA,NOCHE,SI
11373,11374,INST. TECNICO ANGELA MARIA TORRES SUAREZ,A,34,39.4,40.9,9.9,41.9,3.8,40.0,7.7,40.6,6.4,34.8,6.9,38.5,4.5,40.1,4.8,38.4,6.2,BECERRIL,CESAR,NOCHE,SI
11374,11375,INSTITUCIÓN EDUCATIVA JOSÉ DEL CARMEN CUESTA ,A,46,39.4,38.9,10.7,42.2,4.3,42.4,5.5,40.5,5.7,36.7,5.2,35.0,8.0,39.9,8.8,39.6,8.7,QUIBDO,CHOCO,MAÑANA,SI
11375,11376,INST. ED. TECNICA NICOLAS RAMIREZ SEDE ALTO DEL CIELO,A,15,39.4,39.3,8.0,41.3,3.4,40.7,7.8,40.2,8.8,34.4,11.8,37.8,5.8,40.9,4.9,40.5,7.7,ORTEGA,TOLIMA,MAÑANA,SI
11376,11377,INST. ED. SAN JUAN BOSCO,F(2),32,39.4,42.7,7.1,42.0,3.1,38.7,11.7,39.5,8.1,34.5,6.7,37.1,5.2,41.0,4.8,39.6,7.1,CAICEDO,ANTIOQUIA,SABATINA - DOMINICAL,SI
11377,11378,INST. DE EDUCACION RURAL SANTA MARIA DEL CAMINO,A,17,39.4,38.7,9.5,42.2,3.6,42.4,7.0,37.6,6.3,35.8,8.9,35.7,6.9,42.1,5.8,40.8,6.6,SAN BENITO,SANTANDER,COMPLETA U ORDINARIA,NO
11378,11379,INST. DE EDUCACION RURAL SANTA MARIA DEL CAMINO,A,26,39.4,41.2,9.2,43.2,4.7,40.4,5.8,41.1,7.0,33.9,10.5,37.2,5.4,40.8,4.7,37.5,7.0,LANDAZURI,SANTANDER,COMPLETA U ORDINARIA,NO
11379,11380,CENTRO EDUCATIVO LA CEIBA,F(1),6,39.4,33.5,6.7,41.0,3.0,48.0,6.0,39.8,6.8,36.2,5.2,34.0,4.2,39.5,2.7,43.2,2.0,MEDELLIN,ANTIOQUIA,NOCHE,NO
11380,11381,LICEO JORGE ELIECER GAITAN,F(2),7,39.4,39.4,11.1,41.1,4.0,41.3,4.4,39.1,4.5,38.9,7.0,35.1,15.6,41.3,2.8,38.9,7.5,SANTA MARTA,MAGDALENA,COMPLETA U ORDINARIA,NO
11381,11382,INST. IBEROLATINO DE EDUCACION  INIDE,F(1),21,39.4,38.1,10.6,38.7,6.4,39.3,6.8,42.1,6.1,32.9,6.8,37.7,4.3,45.0,8.0,41.4,5.6,SANTUARIO,ANTIOQUIA,TARDE,NO
11382,11383,CORP. PARA LA INVESTIGACION Y EL ECODESARROLLO REGIONAL CIER,F(2),59,39.4,38.7,9.3,41.6,5.1,42.7,6.9,39.6,7.0,36.3,7.8,36.2,6.5,42.1,4.8,38.1,9.1,MEDELLIN,ANTIOQUIA,MAÑANA,NO
11383,11384,FORTUNATO REALLY YINAKA BUINAIÑO,A,10,39.4,35.9,7.0,41.0,4.5,41.9,8.5,39.8,5.6,34.2,7.5,40.4,5.4,42.5,3.6,39.4,5.3,SOLANO,CAQUETA,COMPLETA U ORDINARIA,SI
11384,11385,MONSEÑOR ALFONSO URIBE JARAMILLO,A,266,39.4,39.5,9.4,41.2,4.1,40.9,6.6,41.1,6.6,35.6,8.3,37.2,6.1,41.6,5.7,38.0,8.2,MEDELLIN,ANTIOQUIA,SABATINA - DOMINICAL,NO
11385,11386,INST. COMERCIAL FRANCISCO JOSE DE CALDAS,F(2),107,39.4,38.9,8.4,42.1,4.5,41.5,6.1,40.0,7.5,34.9,8.2,36.8,6.3,42.3,6.0,38.5,8.5,SUPIA,CALDAS,NOCHE,SI
11386,11387,INST. ED. DISTRITAL BETSABE ESPINOSA,A,36,39.4,39.4,8.3,41.9,5.3,40.6,6.1,41.2,7.9,35.4,8.0,36.9,6.1,41.3,6.5,38.4,7.0,BARRANQUILLA,ATLANTICO,NOCHE,SI
11387,11388,INDEM MONSEÑOR EMILIO BOTERO GONZALEZ,A,33,39.4,40.6,10.7,41.2,4.1,41.8,7.9,39.8,5.7,34.4,7.5,37.2,5.8,41.6,5.0,38.6,6.6,MARINILLA,ANTIOQUIA,NOCHE,SI
11388,11389,INST. ED. DISTRITAL  SIMON BOLIVAR,A,41,39.4,37.3,8.1,40.6,4.7,40.8,6.4,42.0,8.0,35.2,8.0,37.0,6.1,42.4,5.0,39.8,5.7,SANTA MARTA,MAGDALENA,TARDE,SI
11389,11390,INST. ED. JUAN XXIII,A,55,39.4,41.0,9.9,41.6,3.9,41.8,6.1,40.0,7.1,34.2,9.3,36.7,6.8,40.5,4.3,39.3,7.8,FLORENCIA,CAQUETA,SABATINA - DOMINICAL,SI
11390,11391,INST. ED. SAN PEDRO CLAVER,A,11,39.4,39.6,10.1,40.1,4.1,41.6,5.0,42.6,5.4,34.0,5.1,37.9,4.5,41.7,5.7,37.6,6.2,APARTADO,ANTIOQUIA,NOCHE,SI
11391,11392,INST. NACIONAL SAN JUAN DEL CORDOBA,A,73,39.4,40.2,8.9,41.7,4.8,41.8,6.7,39.7,6.7,35.4,7.9,37.1,5.8,41.8,5.1,37.3,7.9,CIENAGA,MAGDALENA,TARDE,SI
11392,11393,CENTRO EDUCATIVO LA BETULIA,A,16,39.4,38.9,7.3,40.6,4.8,39.9,8.8,39.6,4.4,35.3,8.0,39.1,4.7,42.4,3.0,39.3,6.0,SUAREZ,CAUCA,COMPLETA U ORDINARIA,SI
11393,11394,INSTITUTO CALIMA,F(1),1,39.4,52.0,0.0,43.0,0.0,42.0,0.0,46.0,0.0,22.0,0.0,40.0,0.0,32.0,0.0,38.0,0.0,CALI,VALLE,NOCHE,NO
11394,11395,INST. ED. FRAY MARTIN DE PORRES,A,10,39.4,37.9,12.8,40.1,5.3,38.0,9.9,44.0,7.2,34.3,9.9,36.6,4.0,45.0,6.9,39.1,8.5,SEGOVIA,ANTIOQUIA,COMPLETA U ORDINARIA,SI
11395,11396,INST. ED. RURAL LA GALLINERA  ABAJO,A,4,39.4,44.5,7.3,40.8,2.2,36.8,10.4,41.5,2.7,30.5,4.0,39.3,7.8,43.3,6.0,38.5,11.4,VEGACHI,ANTIOQUIA,COMPLETA U ORDINARIA,SI
11396,11397,INST. ED. JOSE MARIA CORDOBA,A,2,39.4,40.0,2.8,43.5,7.8,39.5,14.9,49.0,19.8,33.0,4.2,31.0,12.7,35.5,6.4,43.5,5.0,VEGACHI,ANTIOQUIA,MAÑANA,SI
11397,11398,INST. ED. RURAL LA UNION,A,2,39.4,41.5,10.6,39.0,1.4,42.5,2.1,38.5,16.3,36.0,4.2,36.0,14.1,43.0,8.5,38.5,12.0,PUERTO NARE (LA MAGDALENA),ANTIOQUIA,MAÑANA,SI
11398,11399,INSTITUCION ADUCATIVA AGROPECUARIA SAN ISIDRO,A,7,39.4,39.6,4.8,42.6,2.7,44.4,4.0,41.4,5.8,32.7,5.6,38.1,7.0,40.0,5.5,36.1,4.1,SANTANDER DE QUILICHAO,CAUCA,COMPLETA U ORDINARIA,SI
11399,11400,DE BACHILLERATO NOCTURNO SAN JOSE,A,21,39.4,37.1,8.3,41.3,4.7,43.1,5.7,39.3,5.7,35.3,6.5,39.4,5.6,40.4,5.9,39.1,6.4,SAN ANTERO,CORDOBA,NOCHE,SI
11400,11401,NACIONALIZADO MANUEL J. DEL CASTILLO,A,77,39.4,38.7,10.3,42.5,5.3,42.8,6.1,40.3,6.4,34.9,6.9,37.2,6.8,42.1,5.1,36.6,7.7,CIENAGA,MAGDALENA,MAÑANA,SI
11401,11402,JOSE ACEVEDO Y GOMEZ,A,60,39.4,40.0,11.0,41.7,4.8,42.5,6.8,41.3,6.6,34.8,9.5,36.7,9.1,41.7,8.4,36.3,10.3,MEDELLIN,ANTIOQUIA,NOCHE,SI
11402,11403,INST. ED. LA POZA,A,25,39.4,39.9,8.9,42.5,4.0,41.2,3.8,40.2,6.8,32.2,7.6,37.6,5.1,40.8,5.0,40.4,6.4,MONTERIA,CORDOBA,MAÑANA,SI
11403,11404,LICEO JAIME ARANGO ROJAS,F(2),56,39.4,40.8,7.9,41.0,5.0,40.9,6.4,41.2,6.1,35.8,9.2,37.0,5.2,40.9,6.9,37.3,7.9,BELLO,ANTIOQUIA,NOCHE,SI
11404,11405,NACIONAL DE BACHILLERATO DE CAMPO DE LA CRUZ,A,81,39.4,39.9,8.7,41.7,5.3,41.5,6.5,38.7,6.8,36.5,8.4,37.7,5.6,41.0,6.4,37.8,6.8,CAMPO DE LA CRUZ,ATLANTICO,MAÑANA,SI
11405,11406,CIBER COL. UCN,F(2),91,39.4,41.1,8.9,40.9,4.3,40.1,6.4,40.9,6.4,34.9,7.4,36.5,6.5,41.8,7.0,38.8,8.6,SANTA ROSA DE OSOS,ANTIOQUIA,SABATINA - DOMINICAL,NO
11406,11407,CONCENTRACION SAN PEDRO Y SAN PABLO,A,7,39.4,40.4,8.6,42.9,3.4,42.4,5.5,36.7,4.5,34.3,7.1,38.9,4.3,42.3,4.2,37.0,6.5,GUAPI,CAUCA,COMPLETA U ORDINARIA,SI
11407,11408,INST. ED. CAMPOLEJANO,A,7,39.4,41.9,5.5,42.3,3.0,38.4,4.4,43.7,4.8,38.1,6.8,33.9,5.7,38.4,8.4,38.1,6.8,SOLITA,CAQUETA,MAÑANA,SI
11408,11409,INST. ED. CABUYARO,A,20,39.4,42.3,7.8,42.3,2.8,40.5,5.7,37.3,7.2,36.3,6.2,36.2,6.7,42.2,5.2,38.0,7.7,CABUYARO,META,NOCHE,SI
11409,11410,INST. ED. DEPARTAMENTAL OSCAR PISCIOTTI NUMA,A,14,39.4,43.3,7.5,41.5,3.9,40.9,6.1,38.6,4.4,36.6,6.2,35.5,6.3,39.7,5.2,38.7,8.1,EL BANCO,MAGDALENA,MAÑANA,SI
11410,11411,TECNICO VALLE DE TENZA,F(1),11,39.4,39.6,9.8,41.6,4.9,37.7,6.3,43.6,6.3,34.4,7.9,33.7,5.2,43.8,7.1,40.4,6.9,GUATEQUE,BOYACA,SABATINA - DOMINICAL,SI
11411,11412,ANTONIO JOSE DE SUCRE,A,16,39.4,41.9,9.3,43.8,3.3,40.1,5.1,39.6,5.2,32.4,9.6,40.1,4.2,39.2,5.5,37.8,5.4,ARBOLEDAS,NORTE SANTANDER,COMPLETA U ORDINARIA,SI
11412,11413,CENTRO EDUCATIVO INSCAT ,B,28,39.4,40.0,7.7,41.1,5.7,37.3,7.7,40.4,6.4,32.5,6.2,37.3,7.3,46.3,6.0,40.0,5.8,CALI,VALLE,COMPLETA U ORDINARIA,NO
11413,11414,INST. ED. MONTEBELLO,A,71,39.4,39.5,11.1,41.1,4.2,40.4,7.0,40.9,6.9,36.2,7.9,37.2,7.5,41.2,5.8,38.5,9.0,CALI,VALLE,NOCHE,SI
11414,11415,INST. ED. SANTA BARBARA,F(2),5,39.4,38.8,7.2,41.2,3.6,39.8,5.5,39.2,2.6,37.2,5.7,38.4,4.9,39.8,2.5,40.4,8.1,SEVILLA,VALLE,SABATINA - DOMINICAL,SI
11415,11416,INST. ED. DE CASTAÑAL,A,10,39.4,36.8,4.1,40.8,3.5,41.3,5.9,39.7,7.4,35.8,6.0,37.1,4.0,46.1,4.8,37.2,8.3,EL PEÑON,BOLIVAR,MAÑANA,SI
11416,11417,INSTITUTO REGIONAL COREDI,F(1),81,39.3,39.5,6.2,41.6,5.0,37.4,8.0,40.9,6.5,35.1,7.0,37.2,5.4,44.1,8.0,39.1,8.1,MARINILLA,ANTIOQUIA,COMPLETA U ORDINARIA,NO
11417,11418,INST. ED. CEAT GENERAL PIERO MARIOTTY,A,52,39.3,39.5,8.5,42.2,5.6,41.8,6.8,39.0,7.0,34.6,8.6,38.9,6.0,41.1,4.8,37.7,6.4,YUMBO,VALLE,COMPLETA U ORDINARIA,SI
11418,11419,CENTRO EDUCATIVO SAGRADO CORAZON DE JESUS,A,14,39.3,37.6,9.8,42.5,3.5,43.1,6.5,41.3,6.6,35.6,9.0,38.0,3.7,39.6,5.3,37.1,4.8,GAMARRA,CESAR,MAÑANA,SI
11419,11420,DE BACHILLERATO NOCTURNO JOSE MARIA CORDOBA,F(2),8,39.3,32.4,15.9,41.8,5.6,39.3,9.3,46.8,6.1,37.9,10.7,39.9,7.7,39.5,17.3,37.4,15.7,POPAYAN,CAUCA,NOCHE,NO
11420,11421,INSTITUCIÓN EDUCATIVA DISTRITAL PEDAGÓGICO DEL CARIBE,A,26,39.3,38.3,12.8,44.1,4.9,43.2,6.1,40.2,8.1,34.5,8.0,36.4,8.7,40.9,9.6,37.2,11.2,SANTA MARTA,MAGDALENA,NOCHE,SI
