codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
147371,INSTITUCION EDUCATIVA SAN JOSE DE JARAQUIEL,23001,MONTERIA,CÓRDOBA,A,OFICIAL,MAÑANA,42.81,42.11,43.59,42.67,36.89,40.74,44.11,42.22,9.16,6.90,10.15,7.73,5.84,4.44,4.90,7.33,27,20132
147389,INSTITUCION EDUCATIVA VILLA CIELO,23001,MONTERIA,CÓRDOBA,A,OFICIAL,MAÑANA,40.57,46.50,45.20,42.75,38.36,40.89,44.05,44.23,7.37,6.92,9.24,7.66,9.31,5.33,5.33,5.99,44,20132
147397,INSTITUCION EDUCATIVA PUEBLO NUEVO,05031,AMALFI,ANTIOQUIA,F,OFICIAL,SABATINA - DOMINICAL,38.92,39.14,37.47,39.47,36.65,39.53,42.98,39.51,7.64,7.10,10.19,5.61,8.70,4.94,5.35,6.21,91,20132
147405,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL AGUA BLANCA,25398,LA PEÑA,CUNDINAMARCA,A,OFICIAL,COMPLETA U ORDINARIA,39.08,42.69,37.62,38.92,32.08,37.31,41.92,40.23,9.18,5.86,11.86,5.19,5.42,5.63,5.78,5.93,13,20132
147413,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL AGUA BLANCA,25398,LA PEÑA,CUNDINAMARCA,F,OFICIAL,SABATINA - DOMINICAL,39.33,38.67,36.17,35.50,33.17,39.50,41.33,36.50,6.74,4.84,8.18,4.18,7.33,3.02,3.83,2.17,6,20132
147421,INSTITUCION EDUCATIVA SAN ISIDRO,41006,ACEVEDO,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,45.27,49.40,48.07,47.07,34.60,42.80,47.33,42.33,8.80,7.03,11.99,7.77,10.41,9.63,7.10,6.98,15,20132
147447,INSTITUCION EDUCATIVA EL REMOLINO,23417,LORICA,CÓRDOBA,A,OFICIAL,MAÑANA,39.33,40.04,38.69,38.22,37.20,37.44,39.78,37.04,5.90,5.78,10.64,7.19,6.37,5.42,5.67,7.88,45,20132
147462,INSTITUCION EDUCATIVA RURAL DIVINO SALVADOR,85001,YOPAL,CASANARE,A,OFICIAL,COMPLETA U ORDINARIA,39.56,42.44,40.56,41.44,42.00,41.00,44.67,40.67,5.70,5.57,9.18,7.11,2.69,2.60,4.53,4.74,9,20132
147470,INSTITUCION EDUCATIVA LA AVANZADA,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,42.77,42.95,41.23,43.64,36.64,40.55,45.14,43.82,7.56,5.37,10.06,6.59,6.54,3.60,5.44,5.02,22,20132
147488,INSTITUCION EDUCATIVA EDUARDO SANTOS,41001,NEIVA,HUILA,A,OFICIAL,MAÑANA,44.63,46.02,45.27,46.19,40.83,43.06,47.79,45.33,6.95,7.38,9.09,6.46,6.60,6.93,5.06,6.69,48,20132
147496,INSTITUCION EDUCATIVA JOHN F. KENNEDY,13001,CARTAGENA,BOLÍVAR,A,OFICIAL,MAÑANA,41.36,41.90,40.95,42.78,36.38,38.96,45.17,39.38,8.04,7.25,10.04,6.81,9.23,5.29,5.42,8.06,78,20132
147504,CENTRO EDUCATIVO TRES ESQUINAS,68547,PIEDECUESTA,SANTANDER,A,OFICIAL,MAÑANA,43.55,45.82,43.00,40.00,40.55,41.00,45.00,44.09,4.06,8.77,8.35,9.08,9.13,5.80,6.57,7.87,11,20132
147538,INSTITUTO EDUCATIVO EL LLANO,85410,TAURAMENA,CASANARE,A,OFICIAL,MAÑANA,43.45,47.25,45.85,44.45,40.23,44.13,48.95,45.20,7.87,6.70,9.67,7.98,7.99,8.47,5.50,7.02,40,20132
147553,INSTITUCION EDUCATIVA LAURA VICUÑA,63001,ARMENIA,QUINDÍO,A,OFICIAL,COMPLETA U ORDINARIA,45.47,45.09,42.47,45.98,39.67,45.11,48.95,45.35,8.02,9.37,10.57,6.80,7.54,7.97,6.84,6.61,55,20132
147561,CENTRO EDUCATIVO EL QUEBRADON,73616,RIOBLANCO,TOLIMA,A,OFICIAL,MAÑANA,41.00,42.00,43.20,46.20,32.40,37.00,45.80,44.40,8.66,6.86,8.41,3.49,6.23,6.75,5.40,4.45,5,20132
147579,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,NOCHE,40.18,39.12,37.47,39.82,38.47,36.82,43.41,39.00,7.25,5.28,10.53,5.90,7.52,7.24,12.54,11.06,17,20132
147587,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,05001,MEDELLIN,ANTIOQUIA,F,NO OFICIAL,SABATINA - DOMINICAL,39.61,40.88,36.71,41.93,34.00,36.61,42.32,41.12,9.98,5.59,7.10,4.73,7.97,7.26,7.59,6.37,41,20131
147587,COLEGIO COOPERATIVO SAN ANTONIO DE PRADO,05001,MEDELLIN,ANTIOQUIA,F,NO OFICIAL,SABATINA - DOMINICAL,40.03,38.48,34.66,39.58,33.66,38.22,42.35,40.25,8.37,6.37,10.87,6.86,8.98,6.24,5.83,6.52,116,20132
147595,INSTITUCION EDUCATIVA LA UNION,05088,BELLO,ANTIOQUIA,F,OFICIAL,NOCHE,41.00,41.20,36.40,38.00,37.00,40.80,41.20,37.60,2.74,4.71,5.90,10.10,5.79,3.70,5.26,3.05,5,20132
147603,INSTITUCION EDUCATIVA COLEGIO JAIME CARDENAS MONCADA,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,MAÑANA,38.50,41.25,37.63,39.50,35.13,40.13,39.50,36.50,4.50,8.19,9.38,6.05,6.85,4.82,6.76,3.38,8,20132
147611,INSTITUTO EDUCATIVO EL ALGARROBO,85230,OROCUE,CASANARE,A,OFICIAL,MAÑANA,37.43,40.29,38.00,36.00,34.79,38.71,39.71,38.50,12.21,5.30,6.23,4.04,6.85,5.03,7.70,4.31,14,20132
147629,INSTITUCION EDUCATIVA JORDAN,15469,MONIQUIRA,BOYACÁ,A,OFICIAL,COMPLETA U ORDINARIA,40.00,44.00,38.71,42.57,42.43,43.00,45.29,43.71,4.51,5.07,13.52,9.41,6.29,2.00,6.16,8.67,7,20132
147637,COLEGIO INTEGRADO SIMON BOLIVAR,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,TARDE,44.66,46.03,47.31,44.62,40.72,43.48,47.66,45.34,9.99,8.55,11.59,6.80,8.06,3.59,6.61,8.20,29,20132
147645,INSTITUCION EDUCATIVA LUIS GRANADA MEJIA,63548,PIJAO,QUINDÍO,F,OFICIAL,SABATINA - DOMINICAL,38.13,39.10,39.38,39.67,36.67,38.74,42.94,39.81,8.90,5.18,8.99,5.87,8.32,7.76,7.28,7.66,69,20132
147652,INSTITUCION EDUCATIVA LOS GOMEZ,05360,ITAGUI,ANTIOQUIA,F,OFICIAL,NOCHE,41.00,42.44,37.61,41.89,38.50,44.11,42.83,42.00,7.90,5.95,9.81,7.28,8.72,4.95,8.13,7.49,18,20132
147660,INSTITUCION EDUCATIVA TECNICA VENECIA,19693,SAN SEBASTIAN,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,41.50,42.83,49.33,38.33,36.33,44.00,41.00,41.83,2.74,3.71,6.50,7.20,3.50,5.29,6.54,6.46,6,20132
147678,INSTITUCION EDUCATIVA JOSE CELESTINO MUTIS,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,A,OFICIAL,NOCHE,43.82,39.50,40.77,40.64,35.14,37.41,43.82,39.32,9.18,7.71,10.27,5.76,8.84,5.09,6.40,10.40,22,20132
147686,COLEGIO BILINGUE SAN JUAN DE AVILA,11001,BOGOTÁ D.C.,BOGOTÁ,A,NO OFICIAL,MAÑANA,58.30,55.41,53.56,52.33,46.04,69.63,56.22,54.00,9.45,9.72,10.82,6.85,10.21,15.01,6.87,7.41,27,20132
147694,INSTITUCION EDUCATIVA TECNICA EL CERRO,15232,CHIQUIZA,BOYACÁ,A,OFICIAL,MAÑANA,47.83,45.72,43.11,45.78,38.06,43.06,46.72,44.33,6.87,4.85,7.90,6.86,9.22,2.65,6.59,6.45,18,20132
147702,INSTITUCION EDUCATIVA BONIFACIO GUTIERREZ,85125,HATO COROZAL,CASANARE,A,OFICIAL,MAÑANA,41.20,47.00,47.40,44.00,39.20,37.00,43.60,43.60,5.89,6.16,7.40,9.14,6.61,6.52,6.58,8.05,5,20132
147710,INSTITUCION EDUCATIVA SAN MARTIN DE CARBONERO,23182,CHINU,CÓRDOBA,A,OFICIAL,MAÑANA,43.11,42.56,44.41,41.74,36.15,39.07,46.07,42.70,8.36,6.48,7.38,6.17,10.67,6.34,4.45,6.55,27,20132
147728,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,20011,AGUACHICA,CESAR,A,OFICIAL,TARDE,38.19,42.28,43.25,42.50,37.44,41.47,46.00,40.25,6.50,5.68,10.38,5.94,8.22,4.80,5.03,8.40,36,20132
147769,INSTITUTO EDUCATIVO SAN RAFAEL,08758,SOLEDAD,ATLÁNTICO,A,OFICIAL,MAÑANA,42.14,44.57,47.14,43.14,34.00,41.57,46.43,41.14,8.21,6.05,10.35,7.06,8.58,1.51,2.99,2.19,7,20132
147777,CENTRO EDUCATIVO DISTRITAL 062,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,39.68,39.63,39.74,40.74,34.47,39.00,42.95,41.05,7.58,10.26,9.27,4.77,9.60,5.72,6.63,4.90,19,20132
147785,INSTITUTO EDUCATIVO  SAN AGUSTIN,85440,VILLANUEVA,CASANARE,A,OFICIAL,MAÑANA,44.80,47.80,47.40,42.80,35.20,41.40,46.20,40.20,7.85,3.56,7.89,5.45,5.22,1.82,3.56,5.26,5,20132
147793,INSTITUCION EDUCATIVA RURAL SIMON BOLIVAR,05895,ZARAGOZA,ANTIOQUIA,A,OFICIAL,MAÑANA,44.92,43.50,35.58,37.75,34.92,39.50,40.67,37.75,5.16,5.50,11.94,4.69,5.95,3.15,8.32,5.82,12,20132
147801,INSTITUCION EDUCATIVA VARSOVIA FLORIDA,73226,CUNDAY,TOLIMA,A,OFICIAL,MAÑANA,42.50,49.38,48.88,46.63,42.75,45.88,46.38,44.50,8.78,6.37,5.22,6.35,8.35,5.33,4.41,6.41,8,20132
147827,INSTITUCION EDUCATIVA DE BUENAVISTA,13006,ACHI,BOLÍVAR,A,OFICIAL,MAÑANA,39.00,41.46,38.62,36.46,37.77,38.85,44.23,39.38,5.67,6.33,12.07,5.88,6.07,4.56,7.75,5.38,13,20132
147835,COLEGIO EL DIVINO SALVADOR,13001,CARTAGENA,BOLÍVAR,A,NO OFICIAL,COMPLETA U ORDINARIA,53.29,50.94,52.94,49.76,47.71,53.24,53.00,53.18,8.17,6.24,9.74,6.72,9.67,14.21,8.22,7.54,17,20132
147850,GIMNASIO MODERNO SANTA SOFIA,15238,DUITAMA,BOYACÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,49.69,52.69,57.69,51.08,50.77,52.38,53.23,51.31,6.81,7.04,7.43,8.85,10.93,8.08,7.27,7.72,13,20132
147868,COLEGIO PEDAGOGICO LOS ALAMOS,15238,DUITAMA,BOYACÁ,A,NO OFICIAL,COMPLETA U ORDINARIA,50.18,49.36,49.50,49.23,44.73,49.86,51.73,48.55,12.33,9.98,10.13,6.41,6.73,10.34,9.07,8.72,22,20132
147876,INSTITUCION EDUCATIVA PLAYA MENDOZA,08832,TUBARA,ATLÁNTICO,A,OFICIAL,COMPLETA U ORDINARIA,40.19,41.19,40.63,41.06,32.25,38.13,42.38,39.44,8.43,4.69,7.71,9.71,8.99,5.30,6.45,6.55,16,20132
147884,INSTITUCION EDUCATIVA JOSE YEMAIL TOUS,70820,TOLU,SUCRE,A,OFICIAL,MAÑANA,41.08,45.55,45.56,44.60,38.13,40.68,46.63,44.35,8.24,7.23,8.48,5.82,9.63,5.10,6.79,7.12,62,20132
147892,CENTRO EDUCATIVO JORGE ELIECER GAITAN,73067,ATACO,TOLIMA,A,OFICIAL,MAÑANA,38.45,40.27,43.64,42.45,38.73,38.91,44.45,42.45,9.34,4.90,9.60,7.30,5.75,5.68,6.47,5.47,11,20132
147900,FUNDACION EDUCATIVA Y TECNICA HACIA EL PROGRESO INDUSTRIAL - FUNDETEC,68001,BUCARAMANGA,SANTANDER,F,NO OFICIAL,SABATINA - DOMINICAL,44.00,44.00,37.00,39.00,38.00,39.50,46.50,42.00,8.49,1.41,14.14,0.00,7.07,0.71,2.12,5.66,2,20132
147918,INSTITUCION EDUCATIVA COLEGIO GUATIQUIA,50001,VILLAVICENCIO,META,A,OFICIAL,MAÑANA,49.24,49.08,47.44,49.31,43.08,48.69,52.24,47.93,9.54,8.55,8.89,8.47,8.55,10.72,6.05,7.01,72,20132
147926,INSTITUCION EDUCATIVA RIVERITA,41615,RIVERA,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,42.31,44.38,51.75,41.31,36.38,39.75,43.31,43.13,7.28,6.52,11.13,10.42,8.87,5.09,8.26,6.72,16,20132
147934,INSTITUCION EDUCATIVA EFE GOMEZ,05282,FREDONIA,ANTIOQUIA,F,OFICIAL,NOCHE,38.68,41.00,38.89,40.42,35.21,40.26,44.79,40.95,10.32,4.76,9.59,7.71,7.04,6.45,5.05,7.52,19,20132
147942,INSTITUCION EDUCATIVA LOS ANAYES,19256,EL TAMBO,CAUCA,A,OFICIAL,MAÑANA,41.11,41.84,39.79,41.84,36.16,39.53,41.53,42.47,7.36,6.14,10.45,5.51,9.15,6.24,5.82,5.38,19,20132
147967,COLEGIO GERMAN ARCINIEGAS INSTITUCION EDUCATIVA DISTRITAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,45.03,44.80,45.68,46.00,39.89,42.27,48.99,46.76,9.28,7.77,9.75,7.73,7.21,6.25,5.55,7.44,90,20132
147975,COLEGIO GERMAN ARCINIEGAS INSTITUCION EDUCATIVA DISTRITAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,41.83,44.99,44.62,44.28,40.38,42.10,46.10,44.49,7.93,6.41,8.59,5.45,6.84,5.77,6.49,6.32,81,20132
147983,COLEGIO CAFAM,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,SABATINA - DOMINICAL,40.22,40.04,38.78,42.67,38.93,38.74,45.93,44.93,9.90,5.77,9.33,4.80,8.44,5.47,9.19,7.17,27,20131
147983,COLEGIO CAFAM,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,SABATINA - DOMINICAL,42.67,43.35,43.52,42.60,39.44,42.38,45.85,44.21,9.36,8.11,9.62,7.37,10.43,9.50,9.56,9.79,52,20132
148023,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL EL VINO,25402,LA VEGA,CUNDINAMARCA,F,OFICIAL,NOCHE,42.50,44.00,39.00,43.00,31.50,45.00,40.00,42.50,13.44,1.41,7.07,5.66,7.78,7.07,0.00,0.71,2,20132
148031,INSTITUCION EDUCATIVA LUIS CARLOS GONZALEZ MEJIA,66001,PEREIRA,RISARALDA,A,OFICIAL,COMPLETA U ORDINARIA,45.15,44.75,46.10,47.26,41.66,46.24,48.21,46.59,9.27,8.08,10.85,7.24,9.82,9.23,6.14,7.92,68,20132
148049,INSTITUCION EDUCATIVA JORGE ARTEL,08758,SOLEDAD,ATLÁNTICO,F,NO OFICIAL,COMPLETA U ORDINARIA,38.28,39.06,38.28,39.89,33.67,38.61,42.44,41.06,5.48,7.58,8.18,5.10,8.95,5.87,6.92,5.69,18,20132
148064,INSTITUCION EDUCATIVA VICENTE DIAZ,23574,PUERTO ESCONDIDO,CÓRDOBA,A,OFICIAL,MAÑANA,38.20,40.64,38.68,38.72,36.08,38.04,40.88,41.00,6.55,6.59,7.29,7.12,7.54,4.97,5.21,7.13,25,20132
148072,COLEGIO COLOMBO AMERICANO,25754,SOACHA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,48.53,49.63,46.84,48.00,43.21,47.00,50.42,46.32,7.41,5.56,10.52,6.59,10.07,8.77,6.41,7.68,19,20132
148080,INSTITUCION EDUCATIVA ANTONIO NARIÑO,85263,PORE,CASANARE,A,OFICIAL,MAÑANA,39.00,42.46,42.23,39.85,36.08,44.08,43.15,44.15,10.54,5.03,5.10,4.41,6.25,4.35,8.59,5.93,13,20132
148106,INSTITUCION EDUCATIVA ROGELIO VELASQUEZ MURILLO,27001,QUIBDO,CHOCÓ,A,OFICIAL,TARDE,41.73,40.07,37.47,40.73,36.53,40.80,42.20,41.27,4.95,6.52,10.91,5.91,9.38,4.13,4.35,6.70,15,20132
148114,INSTITUTO EDUCATIVO MARIA MONTESSORI,44001,RIOHACHA,LA GUAJIRA,A,NO OFICIAL,MAÑANA,58.00,56.00,55.50,56.28,54.67,60.56,56.28,56.11,10.12,7.48,11.02,9.05,9.27,13.88,7.38,7.71,18,20132
148122,COLEGIO ALFONSO LOPEZ MICHELSEN I.E.D.,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,44.02,46.89,49.10,45.04,41.03,42.19,49.05,46.08,8.73,7.04,10.73,6.55,7.85,5.23,6.58,5.65,117,20132
148148,INSTITUCION EDUCATIVA SAN PABLO,66572,PUEBLO RICO,RISARALDA,F,OFICIAL,SABATINA - DOMINICAL,43.71,40.00,42.43,38.86,36.14,37.14,42.86,40.71,5.77,6.38,4.79,9.62,6.52,4.18,5.34,5.82,7,20132
148155,INSTITUCION EDUCATIVA SAN MATEO,70717,SAN PEDRO,SUCRE,A,OFICIAL,MAÑANA,40.42,43.38,40.08,38.58,35.21,39.00,40.25,40.96,6.57,6.55,10.40,6.27,6.35,4.54,7.74,6.55,24,20132
148163,CENTRO EDUCATIVO MARIA EUGENIA VELANDIA,13052,ARJONA,BOLÍVAR,A,NO OFICIAL,COMPLETA U ORDINARIA,41.34,40.02,42.27,41.10,38.20,40.44,44.51,41.22,8.26,7.33,8.76,6.55,8.58,5.58,7.58,6.44,41,20132
148171,INSTITUCION EDUCATIVA RURAL LA INMACULADA,18753,SAN VICENTE DEL CAGUAN,CAQUETÁ,A,OFICIAL,MAÑANA,41.88,39.88,43.75,41.75,36.38,44.25,45.38,40.75,7.61,10.30,8.75,6.54,7.85,3.96,3.58,4.71,8,20132
148189,GIMNASIO CAMPESTRE REINO BRITANICO,25799,TENJO,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,60.60,56.30,53.93,54.93,46.87,73.43,55.57,55.90,8.11,7.14,9.32,5.85,8.80,12.80,5.67,6.28,30,20132
148197,INSTITUCION EDUCATIVA LAS MUJERES,23500,MOÑITOS,CÓRDOBA,A,OFICIAL,MAÑANA,44.36,41.68,43.00,44.16,35.32,40.96,43.00,43.92,7.14,6.43,8.81,7.34,10.05,3.95,8.44,7.14,25,20132
148262,CENTRO DE PRODUCCION CULTURAL Y BILINGUE,05360,ITAGUI,ANTIOQUIA,F,NO OFICIAL,SABATINA - DOMINICAL,41.92,39.77,38.08,42.54,36.15,38.31,43.62,45.00,6.81,6.66,5.01,4.46,8.90,9.56,11.11,4.85,13,20131
148262,CENTRO DE PRODUCCION CULTURAL Y BILINGUE,05360,ITAGUI,ANTIOQUIA,F,NO OFICIAL,SABATINA - DOMINICAL,39.86,41.71,35.29,40.71,37.86,42.43,43.71,39.14,8.55,3.09,9.46,3.59,5.15,3.36,4.07,7.38,7,20132
148270,INSTITUCION EDUCATIVA NUMERO 13,44430,MAICAO,LA GUAJIRA,A,OFICIAL,COMPLETA U ORDINARIA,41.74,41.95,45.37,42.89,39.61,40.26,45.39,43.84,6.88,5.59,9.88,6.37,9.13,5.68,6.61,5.90,38,20132
148296,INSTITUCION EDUCATIVA ALBERT EINSTEIN,15176,CHIQUINQUIRA,BOYACÁ,F,NO OFICIAL,SABATINA - DOMINICAL,33.71,42.00,38.29,42.57,32.57,42.00,43.86,42.71,5.44,5.69,7.72,10.36,8.68,3.21,8.88,6.45,7,20132
148304,INSTITUCION EDUCATIVA SANTA RITA - SEDE SANTA INES,05034,ANDES,ANTIOQUIA,F,OFICIAL,NOCHE,42.36,41.71,40.64,44.50,39.36,38.93,44.36,43.14,7.20,5.73,8.12,7.36,8.14,4.36,4.96,8.33,14,20132
148312,INSTITUCION EDUCATIVA SANTA RITA,05034,ANDES,ANTIOQUIA,F,OFICIAL,SABATINA - DOMINICAL,39.50,38.83,37.50,40.80,34.58,36.85,41.53,38.73,8.03,5.34,10.92,6.38,7.02,6.82,6.59,5.72,40,20132
148320,UNIDAD EDUCATIVA  CIUDAD EBEN EZER,25290,FUSAGASUGA,CUNDINAMARCA,A,OFICIAL,MAÑANA,44.69,47.25,47.31,45.98,39.31,43.52,47.61,45.30,7.00,7.53,9.20,7.52,9.08,6.52,6.29,5.18,64,20132
148346,COLEGIO CIUDAD DE VILLAVICENCIO I. E. D.,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,42.29,42.96,43.27,43.54,40.75,44.08,45.56,42.67,7.78,8.33,8.04,6.99,8.74,6.67,8.01,7.20,48,20132
148353,INSTITUCION EDUCATIVA LUIS CARLOS GALAN SARMIENTO,20400,LA JAGUA DE IBIRICO,CESAR,A,OFICIAL,MAÑANA,40.51,42.15,41.42,44.71,40.96,42.44,45.56,41.89,9.14,8.22,10.39,6.01,7.07,7.78,6.70,6.44,55,20132
148361,COLEGIO JOSE ACEVEDO Y GOMEZ INSTITUCION EDUCATIVA DISTRITAL,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,MAÑANA,41.58,42.68,43.47,41.84,34.79,42.63,45.84,42.21,5.16,6.73,8.69,5.67,8.80,6.15,7.52,7.33,19,20132
148387,INSTITUCION EDUCATIVA LA UNION,20011,AGUACHICA,CESAR,A,OFICIAL,MAÑANA,43.23,44.74,43.39,42.19,37.52,40.77,46.94,42.81,7.51,5.96,7.74,5.88,7.31,7.15,4.94,6.62,31,20132
148395,INSTITUCION EDUCATIVA PIAMONTE,05120,CACERES,ANTIOQUIA,A,OFICIAL,MAÑANA,41.42,40.33,43.75,40.42,35.75,41.75,43.75,41.92,7.14,7.55,9.59,6.69,13.90,5.28,5.46,3.09,12,20132
148403,INSTITUCION EDUCATIVA TECNICA KISGO,19743,SILVIA,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,40.75,43.83,43.25,45.92,38.83,40.92,46.67,45.58,8.30,6.34,8.20,8.52,11.76,5.71,5.25,7.84,12,20132
148411,INSTITUCION EDUCATIVA SAUSAGUA,66594,QUINCHIA,RISARALDA,A,OFICIAL,COMPLETA U ORDINARIA,39.83,41.77,41.87,41.33,36.93,42.30,45.60,43.53,8.30,6.75,10.35,6.06,8.80,4.15,5.73,6.83,30,20132
148429,INSTITUCION EDUCATIVA BOSQUES DEL NORTE,17001,MANIZALES,CALDAS,A,OFICIAL,NOCHE,39.46,39.79,37.56,40.62,36.46,39.74,42.64,40.56,7.17,6.99,10.24,6.66,7.53,4.82,5.71,6.08,39,20132
148437,COLEGIO ALFONSO LOPEZ MICHELSEN I.E.D.,11001,BOGOTÁ D.C.,BOGOTÁ,A,OFICIAL,TARDE,42.02,44.09,45.93,44.46,39.26,41.96,47.28,43.66,9.72,7.37,8.53,7.74,7.44,4.99,5.94,7.03,125,20132
148445,INSTITUCION EDUCATIVA CIUDADELA EDUCATIVA SAN BERNARDO,63130,CALARCA,QUINDÍO,F,OFICIAL,SABATINA - DOMINICAL,39.44,40.63,41.15,39.56,32.93,39.41,43.93,39.19,6.87,4.93,8.79,5.99,9.52,4.05,5.98,6.73,27,20132
148452,INSTITUCION EDUCATIVA RURAL INDIGENISTA LLANOGORDO,05234,DABEIBA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,37.00,35.75,32.88,34.75,28.50,34.63,41.38,40.38,5.61,3.01,9.14,6.14,5.40,5.45,5.32,4.10,8,20132
148486,CENTRO EDUCATIVO AGUATENDIDA,68152,CARCASI,SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,41.60,44.20,40.60,43.20,40.20,44.60,46.80,41.20,6.27,3.35,2.19,6.02,5.02,4.83,2.95,4.92,5,20132
148494,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL CHIMBE,25019,ALBAN,CUNDINAMARCA,A,OFICIAL,COMPLETA U ORDINARIA,42.16,48.37,52.05,46.79,44.42,40.63,50.21,50.21,8.76,5.40,8.89,4.14,5.68,4.14,5.56,6.92,19,20132
148502,CENTRO EDUCATIVO SAN LUIS TOCOGUA,15238,DUITAMA,BOYACÁ,A,OFICIAL,COMPLETA U ORDINARIA,46.00,48.85,45.20,45.70,38.10,41.20,48.80,46.30,6.91,8.10,10.02,7.57,8.18,5.26,4.86,6.59,20,20132
148510,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO X,25178,CHIPAQUE,CUNDINAMARCA,F,OFICIAL,SABATINA - DOMINICAL,42.11,42.89,46.11,40.67,37.33,40.67,47.11,43.89,5.40,6.62,8.58,6.26,8.87,4.33,5.97,9.01,9,20132
148528,INSTITUCION EDUCATIVA DEPARTAMENTAL BRUSELAS,25843,UBATE,CUNDINAMARCA,F,OFICIAL,SABATINA - DOMINICAL,40.50,38.10,44.40,41.60,38.30,37.70,43.90,39.70,10.26,6.37,7.44,7.89,5.44,5.70,8.02,7.86,10,20132
148544,INSTITUCION EDUCATIVA DEPARTAMENTAL INTEGRADO DE SAN CAYETANO - SEDE PIE DE PEÑA,25653,SAN CAYETANO,CUNDINAMARCA,F,OFICIAL,SABATINA - DOMINICAL,42.50,46.50,41.50,41.50,31.50,43.00,46.00,43.50,2.12,2.12,16.26,3.54,7.78,0.00,1.41,3.54,2,20132
148551,INSTITUCION EDUCATIVA HATOVIEJO,15676,SAN MIGUEL DE SEMA,BOYACÁ,A,OFICIAL,COMPLETA U ORDINARIA,42.00,40.00,43.17,47.17,39.00,38.83,47.17,43.17,13.68,8.10,8.21,5.42,8.49,4.49,5.67,6.68,6,20132
148569,INSTITUCION EDUCATIVA CAMPOLEJANO,18785,SOLITA,CAQUETÁ,A,OFICIAL,MAÑANA,39.33,39.11,33.67,37.56,32.56,38.22,43.44,38.67,4.69,6.19,9.17,5.75,10.15,6.06,5.03,3.39,9,20132
148577,INSTITUCION EDUCATIVA CANDELARIA HACIENDA,23417,LORICA,CÓRDOBA,A,OFICIAL,MAÑANA,35.63,43.37,39.67,40.05,35.47,39.09,42.77,40.16,11.44,5.60,8.34,5.96,7.17,5.21,5.74,5.92,43,20132
148585,INSTITUCION EDUCATIVA SAN JUAN BOSCO,41791,TARQUI,HUILA,A,OFICIAL,COMPLETA U ORDINARIA,46.50,42.06,46.19,43.44,38.75,40.63,46.56,41.06,10.84,4.92,8.49,6.94,5.73,6.05,5.02,7.01,16,20132
148593,INSTITUCION EDUCATIVA SAN JOSE,19355,INZA,CAUCA,A,OFICIAL,MAÑANA,39.77,44.46,42.38,42.92,39.85,45.85,44.15,44.15,7.67,7.90,6.01,5.02,8.75,5.06,7.55,6.94,13,20132
148601,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,19450,MERCADERES,CAUCA,A,OFICIAL,MAÑANA,46.33,45.00,48.87,47.13,41.00,41.27,47.53,43.13,9.34,6.97,11.22,5.50,5.52,7.25,4.61,5.24,15,20132
148619,INSTITUCION EDUCATIVA LA PLANADA,19075,BALBOA,CAUCA,A,OFICIAL,MAÑANA,40.64,44.18,46.64,42.36,39.82,42.18,45.82,42.27,9.27,6.23,6.77,3.23,3.09,7.67,3.03,5.53,11,20132
